Energy	Plot 1
4386.5	8.235e+11
4387	8.25e+11
4387.5	8.265e+11
4388	8.281e+11
4388.5	8.299e+11
4389	8.317e+11
4389.5	8.336e+11
4390	8.357e+11
4390.5	8.378e+11
4391	8.401e+11
4391.5	8.425e+11
4392	8.45e+11
4392.5	8.476e+11
4393	8.505e+11
4393.5	8.533e+11
4394	8.562e+11
4394.5	8.593e+11
4395	8.626e+11
4395.5	8.66e+11
4396	8.694e+11
4396.5	8.729e+11
4397	8.766e+11
4397.5	8.804e+11
4398	8.843e+11
4398.5	8.884e+11
4399	8.925e+11
4399.5	8.966e+11
4400	9.009e+11
4400.5	9.053e+11
4401	9.098e+11
4401.5	9.145e+11
4402	9.192e+11
4402.5	9.239e+11
4403	9.288e+11
4403.5	9.337e+11
4404	9.387e+11
4404.5	9.44e+11
4405	9.492e+11
4405.5	9.544e+11
4406	9.598e+11
4406.5	9.653e+11
4407	9.709e+11
4407.5	9.767e+11
4408	9.825e+11
4408.5	9.883e+11
4409	9.943e+11
4409.5	1e+12
4410	1.007e+12
4410.5	1.013e+12
4411	1.02e+12
4411.5	1.026e+12
4412	1.033e+12
4412.5	1.04e+12
4413	1.047e+12
4413.5	1.054e+12
4414	1.061e+12
4414.5	1.069e+12
4415	1.076e+12
4415.5	1.084e+12
4416	1.092e+12
4416.5	1.1e+12
4417	1.109e+12
4417.5	1.117e+12
4418	1.126e+12
4418.5	1.135e+12
4419	1.144e+12
4419.5	1.154e+12
4420	1.163e+12
4420.5	1.173e+12
4421	1.183e+12
4421.5	1.193e+12
4422	1.204e+12
4422.5	1.215e+12
4423	1.226e+12
4423.5	1.237e+12
4424	1.248e+12
4424.5	1.26e+12
4425	1.272e+12
4425.5	1.284e+12
4426	1.297e+12
4426.5	1.31e+12
4427	1.323e+12
4427.5	1.336e+12
4428	1.35e+12
4428.5	1.364e+12
4429	1.378e+12
4429.5	1.393e+12
4430	1.407e+12
4430.5	1.423e+12
4431	1.438e+12
4431.5	1.454e+12
4432	1.47e+12
4432.5	1.487e+12
4433	1.504e+12
4433.5	1.521e+12
4434	1.539e+12
4434.5	1.557e+12
4435	1.575e+12
